2025-02-01 02:04:19.558315 +0700 WIB m=+2962.791398501~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 02:04:19.560243 +0700 WIB m=+2962.7933256681.927167ms~
2025-02-01 19:39:34.992044 +0700 WIB m=+1795.577930709~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Fetch-Dest:empty | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Content-Length:17 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Origin:http://localhost:3000"~{"Ip":"","Id":""}~2002025-02-01 19:39:34.994198 +0700 WIB m=+1795.5800855012.154792ms~
2025-02-01 19:40:59.635062 +0700 WIB m=+4.701504335~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Mobile:?0 | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Fetch-Dest:empty | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 19:40:59.638169 +0700 WIB m=+4.7046116683.107333ms~
2025-02-01 19:58:27.717926 +0700 WIB m=+1052.784369001~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Connection:keep-alive | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"~{"Ip":"","Id":""}~2002025-02-01 19:58:27.720068 +0700 WIB m=+1052.7865107512.14175ms~
2025-02-01 20:02:22.488215 +0700 WIB m=+1287.554657585~::1~POST~/api/v1/web/LeaderInitiative~ "Header=>Sec-Fetch-Site:same-site | Accept:*/* | Accept-Language:en-US,en | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Fetch-Dest:empty | Connection:keep-alive | Content-Length:17 | Accept-Encoding:gzip, deflate, br, zstd | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 20:02:22.506234 +0700 WIB m=+1287.57267629318.018708ms~
2025-02-01 20:02:22.500389 +0700 WIB m=+1287.566831585~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Connection:keep-alive | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Accept-Language:en-US,en"~{"Ip":"","Id":""}~2002025-02-01 20:02:22.521136 +0700 WIB m=+1287.58757850120.746916ms~
2025-02-01 20:02:22.500451 +0700 WIB m=+1287.566893960~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Content-Length:17 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en"~{"Ip":"","Id":""}~2002025-02-01 20:02:22.522135 +0700 WIB m=+1287.58857741821.683458ms~
2025-02-01 20:02:22.500102 +0700 WIB m=+1287.566544918~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Accept:*/* | Sec-Gpc:1 | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76"~{"Ip":"","Id":""}~2002025-02-01 20:02:22.521399 +0700 WIB m=+1287.58784196021.297042ms~
2025-02-01 20:09:07.468876 +0700 WIB m=+1692.535318668~::1~POST~/api/v1/web/AboutUsHero~ "Header=>Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Content-Length:17 | Content-Type:application/json | Accept:*/* | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Origin:http://localhost:3000 | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Connection:keep-alive | Accept-Language:en-US,en | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 20:09:07.475386 +0700 WIB m=+1692.5418290016.510333ms~
2025-02-01 20:09:07.469183 +0700 WIB m=+1692.535625835~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Connection:keep-alive | Accept-Encoding:gzip, deflate, br, zstd | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Accept-Language:en-US,en | Content-Type:application/json | Sec-Fetch-Site:same-site | Accept:*/* | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 20:09:07.475621 +0700 WIB m=+1692.5420630436.437208ms~
2025-02-01 20:09:07.499396 +0700 WIB m=+1692.565838710~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Fetch-Dest:empty | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Fetch-Mode:cors | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 20:09:07.506122 +0700 WIB m=+1692.5725642516.725541ms~
2025-02-01 20:09:07.498555 +0700 WIB m=+1692.564997043~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Dest:empty | Connection:keep-alive | Content-Length:17 | Accept:*/* | Sec-Gpc:1 | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 20:09:07.506992 +0700 WIB m=+1692.5734345438.4375ms~
2025-02-01 20:09:07.503921 +0700 WIB m=+1692.570363835~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Gpc:1 | Sec-Fetch-Dest:empty | Connection:keep-alive | Accept-Language:en-US,en | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors"~{"Ip":"","Id":""}~2002025-02-01 20:09:07.50962 +0700 WIB m=+1692.5760622105.698375ms~
2025-02-01 20:12:45.959858 +0700 WIB m=+1911.026300210~::1~POST~/api/v1/web/AboutUsHero~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd | Accept:*/* | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 20:12:45.964241 +0700 WIB m=+1911.0306835014.383291ms~
2025-02-01 20:12:45.960341 +0700 WIB m=+1911.026783085~::1~POST~/api/v1/web/ListHeaderMenu~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Accept:*/* | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Content-Type:application/json | Sec-Gpc:1 | Origin:http://localhost:3000 | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS""~{"Ip":"","Id":""}~2002025-02-01 20:12:45.965203 +0700 WIB m=+1911.0316455434.862458ms~
2025-02-01 20:12:45.961549 +0700 WIB m=+1911.027991710~::1~POST~/api/v1/web/HeaderLogo~ "Header=>Sec-Gpc:1 | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Language:en-US,en | Sec-Fetch-Dest:empty | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 20:12:45.965562 +0700 WIB m=+1911.0320045434.012833ms~
2025-02-01 20:12:45.964518 +0700 WIB m=+1911.030960793~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Origin:http://localhost:3000 | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Length:17 | Accept-Language:en-US,en | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 20:12:45.968206 +0700 WIB m=+1911.0346488763.688083ms~
2025-02-01 20:12:45.962916 +0700 WIB m=+1911.029358543~::1~POST~/api/v1/web/ListStats~ "Header=>Content-Length:17 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Language:en-US,en | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Accept:*/* | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 20:12:45.968285 +0700 WIB m=+1911.0347275435.369ms~
2025-02-01 20:12:46.004942 +0700 WIB m=+1911.071384710~::1~GET~/api/v1/admin/Images/2501302238141qVh_logo_light.png~ "Header=>Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Sec-Fetch-Dest:image | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd | If-Modified-Since:Sat, 01 Feb 2025 13:12:45 GMT | Accept:image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8 | Referer:http://localhost:3000/ | Cookie:varCookie=admin_lippoland%7CMTczODQxMDc5Nzg4NzkzNw%3D%3DtsyqcXevH705Ve0MhimwdE4GmWfKU0%7Cadministrator | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:no-cors"~200~2025-02-01 20:12:46.048208 +0700 WIB m=+1911.114650251~15µs~
2025-02-01 20:12:46.042118 +0700 WIB m=+1911.108560085~::1~GET~/api/v1/admin/Images/250129163020wpAU_Frame349.jpeg~ "Header=>Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Accept-Language:en-US,en | Sec-Fetch-Mode:no-cors | Cookie:varCookie=admin_lippoland%7CMTczODQxMDc5Nzg4NzkzNw%3D%3DtsyqcXevH705Ve0MhimwdE4GmWfKU0%7Cadministrator | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Sec-Fetch-Dest:image | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Mobile:?0 | Accept:image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8 | Sec-Fetch-Site:same-site | If-Modified-Since:Sat, 01 Feb 2025 13:09:07 GMT"~200~2025-02-01 20:12:46.061582 +0700 WIB m=+1911.128025001~28.208µs~
2025-02-01 20:12:46.042148 +0700 WIB m=+1911.108590168~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Connection:keep-alive | Content-Type:application/json | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Origin:http://localhost:3000 | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 20:12:46.159985 +0700 WIB m=+1911.226427126117.836958ms~
2025-02-01 20:19:10.920997 +0700 WIB m=+2295.987439626~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Accept-Language:en-US,en | Referer:http://localhost:3000/ | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Origin:http://localhost:3000"~{"Ip":"","Id":""}~2002025-02-01 20:19:10.924223 +0700 WIB m=+2295.9906655433.225917ms~
2025-02-01 20:19:10.920985 +0700 WIB m=+2295.987427085~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Connection:keep-alive | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Content-Type:application/json | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Gpc:1 | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 20:19:10.924359 +0700 WIB m=+2295.9908018763.374791ms~
2025-02-01 20:19:10.922066 +0700 WIB m=+2295.988508501~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Encoding:gzip, deflate, br, zstd | Accept:*/*"~{"Ip":"","Id":""}~2002025-02-01 20:19:10.924473 +0700 WIB m=+2295.9909158352.407334ms~
2025-02-01 20:20:00.385091 +0700 WIB m=+2345.451533793~::1~POST~/api/v1/web/HeaderLogo~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Accept-Language:en-US,en | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 20:20:00.402754 +0700 WIB m=+2345.46919604317.66225ms~
2025-02-01 20:20:00.394908 +0700 WIB m=+2345.461350918~::1~POST~/api/v1/web/AboutUsHero~ "Header=>Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Gpc:1 | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 20:20:00.402754 +0700 WIB m=+2345.4691960857.845167ms~
2025-02-01 20:20:00.395714 +0700 WIB m=+2345.462156543~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Type:application/json | Sec-Fetch-Dest:empty | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Language:en-US,en"~{"Ip":"","Id":""}~2002025-02-01 20:20:00.403508 +0700 WIB m=+2345.4699510017.794458ms~
2025-02-01 20:20:00.398478 +0700 WIB m=+2345.464920251~::1~POST~/api/v1/web/ListStats~ "Header=>Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Sec-Fetch-Site:same-site | Sec-Gpc:1 | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Accept-Language:en-US,en | Sec-Fetch-Dest:empty | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"~{"Ip":"","Id":""}~2002025-02-01 20:20:00.403973 +0700 WIB m=+2345.4704155435.495292ms~
2025-02-01 20:20:00.384296 +0700 WIB m=+2345.450738793~::1~POST~/api/v1/web/ListHeaderMenu~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Accept:*/* | Sec-Gpc:1 | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors"~{"Ip":"","Id":""}~2002025-02-01 20:20:00.403716 +0700 WIB m=+2345.47015900119.420208ms~
